Project_ID,State,Constituency,Work category,RECOMMENDED AMOUNT   ( ₹ ),Sanction Date,Elapsed_Days,Predicted_Days,Days_Overdue,Delay_Severity_%
139494.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139745.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139755.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139746.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139747.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139748.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139749.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139750.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139751.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139752.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139753.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139754.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139891.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139873.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139895.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139896.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139897.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139894.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-08,687,143.72464814814813,543.2753518518518,477.99734342842567
139463.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139469.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139379.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139465.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139378.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139377.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139466.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139376.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139467.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139468.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139374.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139372.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139373.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139380.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139371.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
139470.0,Jharkhand,GIRIDIH,normal/others,22000.0,2024-10-09,686,143.72464814814813,542.2753518518518,477.30156854716154
